# a ($\AA$) b ($\AA$) c ($\AA$) volume ($\AA^2$)
-7.334806067281485209e-01 -5.812408870497548286e+00 2.253459285746193075e+01 1.457253762880668901e+01
-5.883867104076216936e-01 -5.632908300524622547e+00 2.244864694229908153e+01 1.487804045440096701e+01
-5.233991090166546511e-01 -5.971185055908630801e+00 2.197837437909851843e+01 1.410116450369678098e+01
-3.339509338293528140e-01 -5.917192675059123275e+00 2.218377438235781085e+01 1.457671932302538309e+01
-3.986686212092399595e-01 -6.257287190454579928e+00 2.176666346661195917e+01 1.369893665863595977e+01
-2.758119546899354679e-01 -5.884207461301838471e+00 2.205717863677208612e+01 1.456492512457383803e+01
-6.208863038629439668e-01 -5.782020222316313074e+00 2.243080401853920236e+01 1.464231427828229570e+01
-4.287140704860707419e-01 -6.137189431488228486e+00 2.220021535900526644e+01 1.421548215280040672e+01
-7.204765232970611333e-01 -5.945946709650294260e+00 2.197876034000935874e+01 1.390603945531210250e+01
-1.821277002379152743e-01 -6.145527376467605052e+00 2.211017287608705217e+01 1.440380366499325326e+01
-5.601308495426836620e-01 -5.757654104469365208e+00 2.281181481295747204e+01 1.509915022401151496e+01
-4.497799417308369629e-01 -6.179205202425536392e+00 2.224576397260758398e+01 1.418274700316298720e+01
-4.891457918921855441e-01 -5.849854981563081147e+00 2.216816145862152254e+01 1.446555585663849897e+01
-4.406158112685150674e-01 -6.034612284418519046e+00 2.220476544656222728e+01 1.433089137621931286e+01
-4.159207541882194437e-01 -6.139958916426261126e+00 2.186123283225666825e+01 1.390992228466864056e+01
