# a ($\AA$) b ($\AA$) c ($\AA$) volume ($\AA^2$)
2.198557629249653544e+01 1.986110780336129977e+01 2.796879343809527185e+01 1.221279463238583776e+04
2.210296603967284312e+01 1.983548397084494397e+01 2.810492366852862389e+01 1.232184575299259268e+04
2.213949820457541051e+01 1.974188028163361608e+01 2.803867092045381426e+01 1.225501115045476217e+04
2.231968014578541215e+01 1.958877920950060059e+01 2.807357206373721681e+01 1.227419485018709747e+04
2.225062317425849301e+01 1.961514606558413476e+01 2.794742526235724966e+01 1.219763205774799280e+04
2.219988227956223525e+01 1.973287602671297236e+01 2.802051342824444191e+01 1.227487696198309095e+04
2.216734778742483414e+01 1.974588939508775454e+01 2.816101948398052457e+01 1.232647241462561942e+04
2.224673178280909980e+01 1.963899308958421841e+01 2.803167102487964257e+01 1.224713270777928665e+04
2.214709865623845886e+01 1.971473271871743194e+01 2.803904694835780731e+01 1.224252449395411713e+04
2.240856669642856858e+01 1.949033226957516618e+01 2.800257491431134937e+01 1.223013609163595174e+04
2.209727797537670213e+01 1.977863532390393786e+01 2.813301481460054632e+01 1.229564673346849850e+04
2.223063721483389088e+01 1.963952971385039703e+01 2.809208182509501839e+01 1.226498214058833582e+04
2.213868799856754777e+01 1.973953757753175964e+01 2.802190263271472404e+01 1.224578059658956045e+04
2.222497128631659180e+01 1.966395593293345101e+01 2.810180627427299882e+01 1.228135645076569745e+04
2.225973101257534381e+01 1.965100406935108879e+01 2.812443760050744146e+01 1.230236206179382498e+04
