# a ($\AA$) b ($\AA$) c ($\AA$) volume ($\AA^2$)
2.223642932613720191e+01 1.924901884375744032e+01 2.869426202813392024e+01 1.228198911132375360e+04
2.204697324808164893e+01 1.911959613232798105e+01 2.851713566950264322e+01 1.202080608211724029e+04
2.226554147266534045e+01 1.935389845334810843e+01 2.890965025168929969e+01 1.245789186357131439e+04
2.216765104180579726e+01 1.906752022034940097e+01 2.867050427039092142e+01 1.211850994154884938e+04
2.231191661113416913e+01 1.926817405852591136e+01 2.852615847720075237e+01 1.226367773414579278e+04
2.216642815110101594e+01 1.914428763950884260e+01 2.845997378178364556e+01 1.207728803422435340e+04
2.218790762218849011e+01 1.918253775498623526e+01 2.839887550275356531e+01 1.208714005999601977e+04
2.225256373577878577e+01 1.938827490160048939e+01 2.882079324450590008e+01 1.243440911460580355e+04
2.225783613967483987e+01 1.923917008630223791e+01 2.874054696746468451e+01 1.230734298898286943e+04
2.226975519006357729e+01 1.929070407704490719e+01 2.839678287668279921e+01 1.219923683182142122e+04
2.208890668790165179e+01 1.904133259835426273e+01 2.872112648481190433e+01 1.208016953106966321e+04
2.209694187322001113e+01 1.918400638954294024e+01 2.862183690291550064e+01 1.213302203392856791e+04
2.215445778896114604e+01 1.921558781936482774e+01 2.863529615405185780e+01 1.219035853463776039e+04
2.201001488090479441e+01 1.914484497844581057e+01 2.834855287911017285e+01 1.194546566794014507e+04
2.198121652232530465e+01 1.906727480894635463e+01 2.822439615539582292e+01 1.182946243197104923e+04
