-1.4010947520e-02 -1.5866141382e-01 -9.0274110711e-02
-1.4011321649e-02 -1.5866129751e-01 -9.0274501895e-02
-1.4011025991e-02 -1.5866076794e-01 -9.0273983255e-02
-1.4011385157e-02 -1.5866064928e-01 -9.0274339555e-02
-1.4010618932e-02 -1.5866134887e-01 -9.0274344394e-02
-1.4010998382e-02 -1.5866122962e-01 -9.0274724194e-02
-1.4010702410e-02 -1.5866069606e-01 -9.0274209881e-02
-1.4011058751e-02 -1.5866058940e-01 -9.0274571951e-02
2.3302729422e-01 2.6991318850e-02 3.6594885953e-02
2.3302667050e-01 2.6991192683e-02 3.6594066308e-02
2.3302690027e-01 2.6992804114e-02 3.6594958029e-02
2.3302629377e-01 2.6992666563e-02 3.6594149647e-02
2.3302875304e-01 2.6991349103e-02 3.6594594661e-02
2.3302812670e-01 2.6991218165e-02 3.6593781718e-02
2.3302836135e-01 2.6992834921e-02 3.6594668844e-02
2.3302775175e-01 2.6992693207e-02 3.6593867430e-02
-4.8197752867e-02 -1.8688439169e-01 5.7279802229e-02
-4.8198588302e-02 -1.8688431039e-01 5.7281815754e-02
-4.8198532647e-02 -1.8688300693e-01 5.7279786024e-02
-4.8199395856e-02 -1.8688291189e-01 5.7281792580e-02
-4.8198800368e-02 -1.8688387937e-01 5.7281033635e-02
-4.8199524011e-02 -1.8688378022e-01 5.7283054580e-02
-4.8199544169e-02 -1.8688248225e-01 5.7281068278e-02
-4.8200361547e-02 -1.8688235524e-01 5.7282999438e-02
-7.8209400258e-02 3.5672280966e-02 -1.3245680980e-01
-7.8209736265e-02 3.5671909094e-02 -1.3245735700e-01
-7.8209344342e-02 3.5672669570e-02 -1.3245692478e-01
-7.8209671314e-02 3.5672291220e-02 -1.3245746741e-01
-7.8208408470e-02 3.5672331838e-02 -1.3245643747e-01
-7.8208738177e-02 3.5671985324e-02 -1.3245694743e-01
-7.8208343915e-02 3.5672720029e-02 -1.3245654629e-01
-7.8208680850e-02 3.5672369748e-02 -1.3245706393e-01
-1.2130565542e-02 9.0662543248e-02 3.4809472894e-01
-1.2130590293e-02 9.0662336883e-02 3.4809468238e-01
-1.2130529926e-02 9.0662874972e-02 3.4809474190e-01
-1.2130551153e-02 9.0662674116e-02 3.4809469554e-01
-1.2130910358e-02 9.0662528148e-02 3.4809466587e-01
-1.2130932463e-02 9.0662301339e-02 3.4809458085e-01
-1.2130875833e-02 9.0662863260e-02 3.4809465024e-01
-1.2130899750e-02 9.0662636649e-02 3.4809457718e-01
8.5862957838e-02 3.8376496302e-01 -6.9865801512e-01
8.5863116330e-02 3.8376662096e-01 -6.9865943975e-01
8.5862098203e-02 3.8376859753e-01 -6.9865963305e-01
8.5862276082e-02 3.8377028916e-01 -6.9866105141e-01
8.5864849332e-02 3.8376393821e-01 -6.9865901268e-01
8.5865007699e-02 3.8376559726e-01 -6.9866043625e-01
8.5864007381e-02 3.8376758810e-01 -6.9866063432e-01
8.5864185775e-02 3.8376928023e-01 -6.9866205310e-01
-4.5032075544e-02 1.3801814054e-01 -2.5495313149e-02
-4.5031910786e-02 1.3801761319e-01 -2.5495336132e-02
-4.5031786079e-02 1.3801925481e-01 -2.5495374961e-02
-4.5031636656e-02 1.3801873032e-01 -2.5495398693e-02
-4.5030574652e-02 1.3801826585e-01 -2.5494494795e-02
-4.5030410379e-02 1.3801773841e-01 -2.5494517983e-02
-4.5030283097e-02 1.3801937869e-01 -2.5494560248e-02
-4.5030132294e-02 1.3801885754e-01 -2.5494585476e-02
1.3756956130e-01 1.6321137767e-01 -1.9989898382e-01
1.3756949012e-01 1.6321181634e-01 -1.9989871993e-01
1.3756942977e-01 1.6321171836e-01 -1.9989929694e-01
1.3756937217e-01 1.6321215784e-01 -1.9989904061e-01
1.3757072372e-01 1.6321174487e-01 -1.9989840687e-01
1.3757067164e-01 1.6321217730e-01 -1.9989815809e-01
1.3757059237e-01 1.6321208473e-01 -1.9989871917e-01
1.3757055357e-01 1.6321251690e-01 -1.9989847995e-01
1.9434036370e-01 -2.7374143639e-01 -2.7072108597e-01
1.9434101936e-01 -2.7374079295e-01 -2.7072154159e-01
1.9434007219e-01 -2.7374188756e-01 -2.7072123454e-01
1.9434072542e-01 -2.7374123882e-01 -2.7072169167e-01
1.9434073486e-01 -2.7374152574e-01 -2.7072124244e-01
1.9434139297e-01 -2.7374089782e-01 -2.7072167451e-01
1.9434044215e-01 -2.7374196358e-01 -2.7072138789e-01
1.9434109562e-01 -2.7374133648e-01 -2.7072181600e-01
-7.4203368615e-03 -4.5945606389e-01 -8.4142066724e-02
-7.4204667545e-03 -4.5945610516e-01 -8.4141964145e-02
-7.4201574698e-03 -4.5945629579e-01 -8.4141515442e-02
-7.4202836851e-03 -4.5945632612e-01 -8.4141428290e-02
-7.4199287594e-03 -4.5945598817e-01 -8.4142250732e-02
-7.4200537821e-03 -4.5945602299e-01 -8.4142151811e-02
-7.4197217266e-03 -4.5945619620e-01 -8.4141739615e-02
-7.4198527196e-03 -4.5945622582e-01 -8.4141645733e-02
1.7824298437e-01 1.1611756905e-01 -1.0276863588e-01
1.7824336815e-01 1.1611770409e-01 -1.0276871367e-01
1.7824290086e-01 1.1611772542e-01 -1.0276885489e-01
1.7824328469e-01 1.1611787268e-01 -1.0276893057e-01
1.7824305464e-01 1.1611727898e-01 -1.0276891034e-01
1.7824342480e-01 1.1611743097e-01 -1.0276899079e-01
1.7824297132e-01 1.1611743526e-01 -1.0276913012e-01
1.7824335042e-01 1.1611759293e-01 -1.0276920325e-01
-1.9887428558e-01 1.3947560659e-01 -1.9816773137e-01
-1.9887468001e-01 1.3947565672e-01 -1.9816810116e-01
-1.9887467717e-01 1.3947584785e-01 -1.9816741504e-01
-1.9887505691e-01 1.3947590015e-01 -1.9816777782e-01
-1.9887372888e-01 1.3947536483e-01 -1.9816810642e-01
