# a ($\AA$) b ($\AA$) c ($\AA$) volume ($\AA^2$)
3.249464993302485727e+00 -2.716766455201531816e+00 1.519364717365732309e+00 1.976484155476681659e+00
3.354543212044511780e+00 -2.525466772596584253e+00 1.691688886130499503e+00 2.454616517185964408e+00
3.325466854968947672e+00 -2.797649204216876573e+00 1.486919032647053385e+00 1.934113124289299934e+00
3.392550920301607764e+00 -2.733996221365272206e+00 1.567948194552104102e+00 2.148581151040941606e+00
3.344234641283674314e+00 -2.836137942566625991e+00 1.327736860976377775e+00 1.752409189716351845e+00
3.428132747771887257e+00 -2.682863483917449443e+00 1.564925850333067192e+00 2.234410597030403345e+00
3.349946842061610752e+00 -2.685098157614033809e+00 1.624555724941630031e+00 2.214757450486206647e+00
3.522942331683962536e+00 -2.589235203646296668e+00 1.655795884247174277e+00 2.518216206594690920e+00
3.337717688940795124e+00 -2.847011694329641074e+00 1.579806250441146309e+00 1.987687617567543530e+00
3.633551771629729643e+00 -2.598834627780617801e+00 1.662128854898877517e+00 2.624031498738606860e+00
3.271175018241734289e+00 -2.649230131592594795e+00 1.644769622784196805e+00 2.194819421757300049e+00
3.461426358100632594e+00 -2.682365538026719953e+00 1.662261025910772183e+00 2.365852041180294130e+00
3.379444003438770494e+00 -2.669947926022439688e+00 1.616434774616063663e+00 2.251676494838443343e+00
3.349461502670052937e+00 -2.815378977008650363e+00 1.417431900726313199e+00 1.869390703419936850e+00
3.464801261727583181e+00 -2.741370589104837219e+00 1.458439701251327270e+00 2.102009125678449220e+00
