data_points,iteration,mean,median,mode,parameter,std
"[649.29791162 613.17477532 760.98803345 630.49768802 650.5647432
 682.17689555 570.80028758 701.96026508 707.60502011 564.40685198
 789.65432189 677.65143729 601.95232232 707.08169724 775.01416778
 667.78378876 703.28416597 728.70333394 576.37323941 690.90045093
 688.70495311 657.36031861 693.42989027 712.29449919 640.54421734
 674.23541425 710.03786688 744.44481755 732.06488305 618.99922954
 582.74645601 681.88574507 788.50751109 704.04485159 553.3130482
 770.82015243 678.95220581 665.90305222 723.29220273 708.10809741
 623.50793546 715.55782002 585.98010262 648.1617648  806.29633764
 635.84460857 664.56651612 604.12267605 663.00143317 644.04828221
 626.87626651 797.36261348 625.37581278 655.13945231 782.00384042
 505.38990321 663.2626167  654.69518425 566.20608644 722.58389263
 719.40175107 657.77515964 619.08137946 767.4407516  733.71733494
 690.92953157 640.12052158 616.21759387 726.87623873 660.69495644
 644.10087106 672.4985708  643.20957806 593.48052688 662.66579721
 691.29138725 764.53567708 667.90135706 703.67404635 572.4282583
 602.9038773  692.75019644 691.73789005 744.10961289 687.97637754
 813.89155142 676.66474587 670.10740947 725.40194423 641.43071536
 740.25331656 792.05532451 621.85136471 723.94281208 608.23788169
 737.6986142  672.57142653 610.41442529 736.49726665 667.00969726
 616.56078592 629.22940428 731.08839154 731.27839447 587.59483994
 550.02046533 705.37005858 779.94069024 697.46443033 740.33443625
 660.21054818 638.95107522 635.66302374 614.93294446 616.61890582
 621.18794303 681.75170008 674.97644009 661.95740235 657.16701411
 621.01332432 615.63461896 576.95019712 762.56219772 706.2108538
 688.32694328 629.80740708 666.36799706 702.35139077 566.18270073
 726.4377566  716.83426213 496.43402852 637.39946842 776.14939009
 688.63481412 700.94635968 717.45128985 614.55518376 657.49018655
 660.911755   609.39974755 696.38224507 665.3100098  739.89759587
 720.27011214 710.09654584 623.08597304 667.20196075 703.5840733
 635.0396452  666.70456985 674.51854635 709.06186645 674.39275506
 674.17718508 736.69837664 601.28638906 802.56519753 555.91796849
 646.01711333 676.73630821 699.77307929 569.12659414 735.52452783
 640.64741321 668.38724115 647.27375897 701.20452224 910.98215975
 687.74593896 601.60491044 732.30973194 748.77400537 684.13318663
 646.08259305 746.59581246 673.55426403 600.657565   622.04589583
 688.55673528 771.5459856  695.03732481 731.31679332 536.22002749
 630.5195961  612.24466959 640.18886268 688.98787507 612.7148242
 645.78827428 720.49966775 704.79560217 657.90514065 733.57494991
 634.87689967 653.4036607  787.43715536 614.02979941 563.31779245
 678.70122421 618.64597658 590.84090854 715.9600676  702.5792032
 797.40311824 773.42375322 658.99218944 569.73778287 659.33215376
 668.09138037 642.33219557 770.53483949 692.68582439 722.81159335
 716.8339958  723.33258898 766.28907122 691.98341626 716.9823265
 666.61468911 652.84863834 716.76456838 608.23979542 669.57095306
 720.88023659 655.03628987 678.79464458 697.21729691 636.630231
 617.49681083 549.95782998 588.88380698 689.74890851 776.49571752
 697.92860366 640.34970133 699.38944566 690.68784857 627.68846671
 688.35282295 759.98224696 516.17712054 707.18756148 613.27650085
 690.44574199 616.80770066 563.38629438 648.74422505 671.45281292
 669.93062828 631.63187402 661.16267757 785.48184948 574.36574529
 596.58615757 671.55748224 719.92939814 699.77158348 615.14060074
 599.76172174 636.79129539 596.75119373 535.28763473 629.32407246
 577.20285224 629.46298934 648.94017547 763.53591158 651.69116424
 733.43788879 658.45738481 707.31328456 674.51420015 603.22462591
 687.41911115 789.69596942 598.28102695 700.99641691 678.53001612
 606.72747151 664.72479724 641.86957332 686.98189146 689.91511253
 743.30701984 669.61778161 530.27083997 671.94083431 516.18538286
 510.79817197 707.29259796 563.76881638 647.76494758 600.34617681
 587.91809229 781.19814224 527.60714865 740.45934138 764.02880796
 657.91526275 712.95546641 786.46511769 588.96336793 749.68572728
 758.93099517 698.49865732 726.30631125 629.90309087 629.97606872
 738.24264602 597.17881082 742.11912906 835.96463275 725.68683582
 670.62629043 640.26555201 515.73696255 738.14217493 777.34792548
 654.58024877 768.57789038 567.12765894 599.76172174 642.94113941
 668.04812706 668.51107086 643.55915216 765.39046553 718.74060017
 650.60645474 741.5710873  581.86686369 679.16744    563.34897635
 657.69803822 761.80171265 734.63269256 814.43681267 680.19585809
 669.87167287 786.17971418 551.10516427 706.77130942 670.59067337
 668.4473244  706.71948387 642.18325818 816.15856112 737.19892736
 604.72340829 621.1927081  669.9462905  620.83662791 669.45710327
 775.85095266 739.44701723 589.2615441  689.72356188 678.01697898
 694.45819523 664.39159029 695.04334874 559.10669169 846.30394945
 779.99332865 616.02009427 659.27209847 771.66687392 712.12711753
 595.91326558 636.98422149 545.75936904 786.5186272  741.63080739
 666.91915806 748.2621106  581.66729959 646.34560549 688.46659722
 726.77130077 514.6841652  615.9088413  685.79332619 681.35981643
 632.61578955 724.7302926  695.38497968 689.18921862 594.79866434
 699.98947298 646.98952944 651.0598068  694.39500085 654.47333262
 630.05077337 562.81267619 632.08662558 808.69327966 699.92323714
 635.09841633 816.44828063 649.92996128 656.28693    814.35077872
 513.21600246 741.28447735 613.90522942 600.29156424 679.00027214
 642.18325818 778.20509179 685.00947012 739.8691172  642.79370762
 754.15003354 743.57974882 569.83610802 554.69329501 753.89555435
 721.58716462 738.6057766  706.03998663 650.23914073 605.56473657
 574.07318912 736.91033887 680.44520629 737.98191069 608.16736666
 697.44620064 753.27248953 625.23442762 711.66416347 663.75457041
 586.93199191 598.84238939 617.17783431 618.42085288 590.20861833
 557.41783423 672.73540727 578.50984184 786.2095659  565.24625218
 710.50071599 605.54665066 776.3054926  715.19936048 757.37465099
 684.50707661 694.67676632 586.27894281 718.61922671 685.05350397
 766.34308357 648.35464046 726.5703312  679.8064398  659.51289028
 642.3121199  704.04985111 584.69595991 629.39193685 635.96257543
 617.42360078 668.64706732 759.03325194 711.12332653 665.0670467
 670.26581972 639.41286423 725.16952431 612.35458832 745.78560146
 720.82183344 655.48684756 636.87320611 656.24842348 676.14599376
 640.47892088 618.26186854 534.12275356 603.68960475 523.71773621
 625.45287304 647.6842032  716.06742804 657.13650477 704.84870886
 710.51930888 708.30211266 661.83277569 838.64259126 786.17980763
 684.76664327 636.22548044 709.98683123 728.4720099  658.22845262
 769.50534709 696.76268193 727.26098994 617.13606256 694.7306277
 706.58273016 554.76282627 692.9596618  684.03320937 707.61732034
 705.42160806 691.00053754 647.15364242 762.05621025 688.97028488
 806.98884858 693.89102594 691.91375548 678.7172905  608.91379838
 781.54999824 527.50330524 699.05184708 767.8593879  773.49236604
 570.15310424 647.1667271  616.19307797 660.74164573 597.32297959
 746.26241385 650.44279028 849.50229292 792.54244186 605.12243441
 701.09334976 645.7723668  686.55874916 600.47414495 683.72342033
 800.50410847 669.34484476 666.55192213 793.27533362 792.22431143
 551.88787582 611.01513066 610.61271745 511.91598415 692.41687305
 698.12392551 628.47909844 660.62542056 598.86551369 594.02150012
 719.31432279 647.6937698  530.24814661 802.47180944 681.82689792
 545.7998445  664.33516346 732.60384304 585.1684443  640.48139691
 716.46603095 753.46763287 633.12402821 624.92605147 578.7308929
 716.6275943  613.38053147 785.65500042 686.39454208 727.04541337
 810.4027157  628.96863399 664.67133205 633.03584474 682.50885751
 790.68102469 790.36209979 763.77375742 614.23721836 834.06252436
 502.19469492 603.36000175 672.2813105  610.54370685 671.42394221
 713.40029319 648.09641773 598.07842927 727.20224783 580.66120581
 812.11275084 734.26718828 688.03879678 647.79847064 597.13193154
 654.55658134 598.43902597 684.05166851 681.17988087 703.87669274
 704.67577137 598.35123536 590.84549285 625.54043478 735.28919164
 771.84374394 714.60265133 730.52397223 653.85459093 756.01765891
 758.74681504 633.53929625 647.35164011 615.81355172 762.88772809
 679.12812766 624.38314438 676.03673179 502.96345978 843.37583266
 805.7929126  727.76135928 570.54738225 558.91449453 638.96503524
 759.16169743 612.87892568 616.78792507 642.72683182 546.11144841
 618.67514999 554.35396656 804.49504681 680.19847522 689.72787397
 731.22430436 571.58739592 667.31154177 709.46260736 735.33247796
 760.37221942 725.9793876  684.52404212 674.38585135 643.49651657
 722.35670864 783.84755446 603.06128008 729.0063866  731.92325322
 524.66080792 704.78538328 691.73375239 708.83256227 705.50172654
 780.96087198 701.88378974 566.00645388 651.69903992 601.85467171
 662.51143787 781.33593909 521.15926928 678.90204367 658.54225126
 685.92958534 623.26754723 745.25674482 738.48205065 706.04304764
 685.8498898  804.56607387 643.31187279 686.60082131 656.452842
 597.59136377 578.57933268 911.076262   642.52688158 746.01998723
 731.56427489 543.57881575 745.76785816 660.21517261 838.77864233
 665.95354498 682.74283268 707.77521353 533.32901375 659.91976473
 590.73961712 788.67394989 653.94858335 582.48633357 662.40400341
 604.99431493 791.92274267 642.02738959 721.29487649 588.17728094
 727.93695701 806.53719842 698.16356917 618.50476063 770.08801674
 675.33575643 721.51378009 554.05131751 732.28522242 616.13817637
 607.63731075 718.62663942 707.40412379 674.59890978 773.21432022
 640.06436276 721.41654519 555.91236238 679.27008489 612.74784979
 756.41271913 759.42995309 678.51961489 628.6190176  605.08610062
 686.99768517 703.84567193 797.23719766 620.27910955 578.479388
 592.83584805 721.25349879 719.59194788 645.48380176 663.05634565
 667.56607177 648.01491715 697.25314043 808.10166426 675.32681845
 648.19260359 653.30798307 766.42263906 692.97695383 625.8447268
 738.66865    696.10130997 592.49590432 680.29487519 780.12987032
 697.06832823 659.01468641 711.59282051 647.38802515 600.63832953
 626.92380243 711.96891841 660.77879924 726.52656705 812.12033699
 683.34053436 569.61183988 692.6713475  783.32916606 670.18338694
 816.20395146 707.13728198 790.79680311 595.98251836 757.2295487
 607.70410608 778.70476191 731.26486311 605.35043868 656.09229805
 590.46308624 539.77219154 736.19832754 690.6833028  768.94026707
 693.64626451 656.51556453 604.73102021 575.03680405 733.96087441
 691.59365355 743.98524439 713.68676433 682.16432542 737.62072987
 667.08893318 603.66638524 720.85004921 648.13825409 748.46436836
 643.70188099 640.00811736 646.75621161 681.93402044 629.95281653
 631.05136023 704.19848244 649.98350345 674.71455603 563.8112718
 662.72657984 677.98831769 655.49663013 657.85176203 830.42820245
 719.20721079 742.04009592 797.0518367  757.70622    739.39007228
 713.33393324 763.4385889  544.74729192 642.28471707 740.10553747
 689.07846537 687.03832414 624.03882882 548.4708477  603.35185472
 570.89555361 641.13511847 708.25130594 669.36572212 620.76370596
 839.15120662 650.47416738 695.30526139 697.86682508 659.40728211
 627.43598558 605.35043868 670.82696157 705.50285066 458.96697266
 706.81535383 722.04611133 647.42086737 618.13416132 690.6769116
 545.17023769 554.911428   650.73910191 602.84067409 702.22599519
 709.8279849  669.66800436 843.8110163  660.54841676 690.79410615
 687.58131858 733.03967857 625.12870962 725.03903733 727.30923071
 627.50709768 662.52136283 617.48926455 618.67615457 756.88752419
 709.18746524 586.54063959 722.11636373 573.68865773 758.19880744
 752.39615202 792.66489004 685.29395496 800.25582575 652.75104759
 633.28641704 519.06558622 647.10879578 724.60618601 633.01584596
 611.91888767 537.39952724 727.5138124  617.22621653 636.69169591
 559.16828266 637.96186691 550.98011772 692.49010507 669.70678562
 739.45192297 695.3330185  588.0027722  779.99615317 711.52698596
 686.29406461 782.31663774 760.40562411 679.83502043 646.05103224
 642.41455993 572.47735622 718.93106756 699.89705767 731.29574461
 669.53301311 592.56460683 695.73049844 575.29832263 579.02108573
 816.56238102 659.61399403 604.54981418 737.16300402 570.42730768
 742.89180794 817.2630615  683.5389335  807.84546142 686.81685717
 711.15586024 674.03571884 666.86222118 814.52310716 680.80072118
 662.6750722  809.05484553 558.20972608 725.69903524 738.68027773
 688.36609168 813.55098436 739.91370896 695.9657853  649.52189763
 787.11865223 671.55603223 816.05656803 680.7808059  764.92385926
 652.27739263 687.08116722 679.95937162 648.86727346 698.79845704
 656.66362295 599.16312001 707.32044531 675.6473231  686.39114524
 708.72079347 679.06987756 589.0679438  630.6950177  723.39028546
 612.97506614 695.54158817 789.25987388 685.98093544 739.87088173
 569.35043732 635.59571648 710.773307   696.8074792  669.92626084
 713.2466076  622.91803724 800.78167241 674.00172112 760.07139995
 665.51204282 537.4223963  615.57795364 634.1091336  497.88566069
 703.66926053 546.12601475 720.2052597  692.12720704 674.31142199
 834.3586948  653.19326298 583.45284282 741.74134967 557.21339253
 666.86222118 708.42849511 636.28602015 820.04224824 595.8654131
 552.77400336 673.05667195 703.71958155 698.47984994 560.118063  ]",1,674.7280000000002,674.5160000000002,599.762,Li_O_a,70.21300000000001
"[0.26124325 0.26664324 0.26087381 0.26179686 0.26503664 0.26122668
 0.25428225 0.26149978 0.26478757 0.24851606 0.25245561 0.26728507
 0.26792395 0.26100538 0.26278986 0.26522013 0.26050891 0.24898719
 0.26485062 0.25984945 0.26661718 0.26038824 0.26146863 0.26052888
 0.26528158 0.25828408 0.26012004 0.25902105 0.2604591  0.26897744
 0.26617719 0.24953463 0.26020148 0.26274903 0.26888813 0.25556853
 0.25317477 0.26285647 0.25128076 0.24898694 0.26478847 0.25111381
 0.25557204 0.26572743 0.25298167 0.26571639 0.24968375 0.25434562
 0.26077034 0.25393542 0.26317886 0.25429643 0.26532258 0.26567268
 0.26329184 0.26277604 0.2712071  0.26475534 0.25146432 0.25341656
 0.26309694 0.26603238 0.25328651 0.25717132 0.2609201  0.26220978
 0.2569754  0.26620922 0.26254616 0.25524271 0.24608    0.26403745
 0.26011176 0.25736835 0.26256142 0.2513581  0.25751702 0.26430079
 0.26733868 0.26531824 0.26117141 0.25715301 0.25911582 0.25587201
 0.24697622 0.25605534 0.27070264 0.2659403  0.25870643 0.25717396
 0.2473248  0.24921847 0.26959889 0.25698292 0.26200914 0.26479948
 0.26900484 0.26127022 0.25751202 0.25889109 0.26395234 0.24482103
 0.26380011 0.26431419 0.26136953 0.26313518 0.26158982 0.25151813
 0.26684797 0.25185185 0.2529523  0.26610518 0.26578821 0.25061993
 0.25655055 0.25737559 0.25428573 0.25597353 0.25822548 0.27256657
 0.25845639 0.27453053 0.2638276  0.25913346 0.258191   0.25650868
 0.25333704 0.25911255 0.26465915 0.26480915 0.25617464 0.26373946
 0.27384618 0.25971031 0.25549458 0.26096434 0.25617416 0.25632754
 0.26704752 0.26109776 0.25678991 0.26878556 0.25536858 0.26693036
 0.24703742 0.26121859 0.26208121 0.24421351 0.26628936 0.24099472
 0.26232683 0.25593584 0.26167345 0.2585551  0.25464649 0.26318104
 0.25607165 0.25745519 0.2599774  0.26373762 0.25972564 0.25645321
 0.25808789 0.26656893 0.25697816 0.25936866 0.2639822  0.26736592
 0.25303604 0.25616949 0.25778828 0.25734184 0.26174    0.25701822
 0.26741094 0.24508258 0.26351841 0.25832983 0.26143155 0.26086327
 0.25795265 0.25485419 0.26303071 0.25725735 0.26619619 0.25596368
 0.26464484 0.26170524 0.25310516 0.25952897 0.25736057 0.26729478
 0.26158468 0.26038272 0.25062822 0.25661943 0.26036234 0.25497614
 0.25807669 0.2573616  0.25991296 0.26657925 0.26272545 0.26461829
 0.26001212 0.26301996 0.25680019 0.2569403  0.26342073 0.26815836
 0.25144786 0.25847608 0.24626002 0.27142696 0.25449535 0.2649814
 0.25708119 0.25030075 0.26202938 0.26050553 0.25506506 0.26967239
 0.26517743 0.25687467 0.25019799 0.25691239 0.26388974 0.25948058
 0.26422717 0.26864039 0.27055355 0.27265986 0.25804759 0.24338281
 0.25875837 0.26244478 0.26897008 0.25952091 0.25884727 0.25956177
 0.25913159 0.2668329  0.27126837 0.25830268 0.26397799 0.25642192
 0.26784603 0.25684904 0.2606004  0.26479306 0.25738515 0.25775033
 0.26720658 0.25928423 0.27228666 0.26925464 0.26258013 0.26030007
 0.26325143 0.26543154 0.2615035  0.25900713 0.2672227  0.26529447
 0.26377216 0.26905035 0.2623737  0.26317906 0.25046074 0.26944466
 0.25174937 0.26569152 0.25191843 0.26449224 0.25793548 0.26108359
 0.25396869 0.26783373 0.25999676 0.25838329 0.27180542 0.25594931
 0.26930654 0.2611606  0.26385666 0.25074464 0.26023825 0.26372363
 0.26304023 0.26292355 0.26075071 0.25438099 0.26197791 0.26386383
 0.25791854 0.26176146 0.26027358 0.26487552 0.25660202 0.26178376
 0.2562347  0.26384112 0.26111856 0.27217253 0.25890382 0.25745682
 0.25873109 0.26393424 0.25402761 0.25509572 0.25534346 0.26349228
 0.25636453 0.25799276 0.26465751 0.26477198 0.26048875 0.26590572
 0.25926654 0.2561234  0.26201132 0.25304776 0.27133461 0.2615035
 0.25634855 0.26410361 0.2661672  0.26030029 0.25680188 0.25266665
 0.26199728 0.25579276 0.26559251 0.26129257 0.27304728 0.26345809
 0.25729579 0.25043617 0.25459124 0.26599678 0.26114397 0.25644719
 0.26093537 0.26549771 0.25948969 0.26841622 0.25354838 0.26649803
 0.25463052 0.25919617 0.26553937 0.26310792 0.26117046 0.26992672
 0.25751707 0.25632328 0.25800478 0.26815832 0.25557586 0.2597411
 0.26481736 0.26572495 0.26366302 0.27015436 0.24586594 0.25172366
 0.25978975 0.26622522 0.25929294 0.25729299 0.2618052  0.27271916
 0.26782448 0.2546524  0.26548481 0.25868143 0.25538576 0.27593936
 0.26459697 0.25973169 0.25712545 0.26735113 0.26811561 0.25907929
 0.25569504 0.26523319 0.2529603  0.26004366 0.2581018  0.26196055
 0.24862443 0.25392145 0.26448436 0.25624949 0.26469817 0.26437217
 0.27053078 0.26944373 0.25673261 0.25258965 0.25848558 0.25305152
 0.2511879  0.26587475 0.25283933 0.26531689 0.24693003 0.2591789
 0.26360403 0.26039004 0.26649803 0.25654404 0.25880036 0.25655837
 0.2595822  0.26092715 0.25256334 0.26847497 0.25878529 0.25652954
 0.26298404 0.24923795 0.26041018 0.25443169 0.26466704 0.27735572
 0.26064734 0.25909865 0.25961158 0.24821114 0.26237567 0.26242277
 0.24218689 0.25940714 0.26750884 0.25932586 0.26561563 0.27360568
 0.26090641 0.26427441 0.26420509 0.25529311 0.26430505 0.26041909
 0.26979722 0.25576941 0.26755544 0.2577208  0.26295134 0.256447
 0.24985124 0.25783356 0.2562904  0.25702186 0.25998472 0.25593063
 0.25370321 0.25925768 0.26188218 0.26096901 0.26145652 0.25289224
 0.26472041 0.25095609 0.26803048 0.27063594 0.25700659 0.25863834
 0.26023197 0.26254024 0.25447367 0.25816353 0.25689174 0.26476421
 0.25866006 0.26463485 0.25964509 0.25381327 0.26034526 0.26569329
 0.26643809 0.26416689 0.27182438 0.27089798 0.26044566 0.2622569
 0.25624118 0.2623802  0.2588048  0.26499598 0.24969203 0.26091825
 0.24876869 0.25107386 0.26045889 0.26521963 0.26615755 0.25774255
 0.25797695 0.26859563 0.26455631 0.26206534 0.25945192 0.26692088
 0.26516957 0.25859189 0.26578174 0.25385242 0.26160787 0.25865298
 0.2604823  0.26188213 0.26638918 0.25832244 0.2635032  0.24680107
 0.25624355 0.26150897 0.25464572 0.2713861  0.26201519 0.25997564
 0.25693714 0.25541917 0.25542863 0.25424104 0.25946493 0.26881458
 0.25536871 0.26134428 0.25268785 0.26142748 0.25799546 0.25094578
 0.26901555 0.26702845 0.26292238 0.25731448 0.26664357 0.26779986
 0.25143965 0.25992274 0.26185686 0.25111453 0.25149299 0.26723824
 0.26723991 0.26838609 0.26746872 0.25846875 0.25902298 0.26576528
 0.25766304 0.26114416 0.27255828 0.26381898 0.25654963 0.27119101
 0.24159182 0.25903215 0.26555209 0.26303851 0.25157367 0.25391383
 0.26637082 0.2586666  0.26132043 0.2583099  0.26568367 0.26297454
 0.26208919 0.26132317 0.25614996 0.26900409 0.25768623 0.25449266
 0.26111703 0.26164227 0.25296023 0.26692737 0.25793039 0.25523374
 0.25896191 0.27129655 0.25575057 0.26724815 0.25405612 0.25770729
 0.264978   0.25854663 0.26401607 0.2630834  0.2730779  0.24886521
 0.26288373 0.25798205 0.25418161 0.2649662  0.26431815 0.2655452
 0.2656556  0.26267253 0.26229477 0.25791114 0.25182228 0.25872414
 0.26344694 0.27272208 0.26336248 0.25880661 0.25691756 0.26117968
 0.25583081 0.26576279 0.25679663 0.26702376 0.27244618 0.264567
 0.26819087 0.26022888 0.26246839 0.26350214 0.25268267 0.26268106
 0.25824001 0.26220295 0.24988131 0.25064222 0.27179019 0.25068284
 0.25535317 0.25720844 0.26058866 0.25527483 0.27821884 0.27050288
 0.27338698 0.25575478 0.26487255 0.26368178 0.26426811 0.26254718
 0.26562596 0.267327   0.25193907 0.25680389 0.26467928 0.25341929
 0.25263469 0.26169654 0.25764388 0.26205695 0.26026099 0.26368347
 0.26060256 0.26727905 0.26035268 0.26130085 0.25762693 0.25699963
 0.26046884 0.26128751 0.27485528 0.2570062  0.26378298 0.26043769
 0.2572393  0.25919753 0.26685046 0.25493159 0.26455386 0.25570983
 0.27011824 0.25773843 0.26017586 0.25931995 0.25556856 0.26328923
 0.26581957 0.26034481 0.26299556 0.26747659 0.25485684 0.26236027
 0.26208062 0.25274391 0.25724881 0.2570854  0.26308906 0.24925347
 0.26664287 0.26733433 0.26344117 0.2677977  0.25376067 0.26782543
 0.25651987 0.26869075 0.26499238 0.2743096  0.26966585 0.26458191
 0.2586825  0.2619864  0.26314418 0.26116128 0.25825735 0.25797887
 0.264459   0.26023904 0.26452776 0.24716869 0.27227563 0.25273989
 0.27064741 0.26698136 0.25395019 0.26178035 0.26786351 0.25347131
 0.26405274 0.25514675 0.26040768 0.25860406 0.26205809 0.25676885
 0.25692583 0.25923054 0.2689463  0.26064024 0.25362453 0.26593293
 0.2624254  0.27051702 0.26391545 0.27292743 0.25580308 0.26544959
 0.25455751 0.25891296 0.26805324 0.26017927 0.26366483 0.26430527
 0.26289674 0.26483084 0.25811139 0.26086717 0.25842066 0.26426684
 0.25505951 0.25625473 0.2715221  0.25627293 0.25930369 0.25777285
 0.26443311 0.26071367 0.26304457 0.24938002 0.25872991 0.26376563
 0.25636222 0.24779356 0.24882581 0.25971845 0.26573646 0.25937224
 0.25553041 0.26394898 0.26695013 0.25903535 0.26182751 0.27187871
 0.25633799 0.26329781 0.25709326 0.26322542 0.26683459 0.24256572
 0.26255678 0.27513338 0.25281186 0.25654576 0.25742443 0.26258062
 0.26304503 0.26952376 0.27243431 0.26482898 0.25754028 0.25804174
 0.25750539 0.25518011 0.24899323 0.25651911 0.27077585 0.2521904
 0.25981774 0.26124534 0.24880815 0.2640106  0.25878122 0.26148962
 0.26891689 0.26656199 0.2576514  0.24232189 0.26350095 0.27203037
 0.25453099 0.2660172  0.25903278 0.25242827 0.25856497 0.25112638
 0.26096405 0.26480868 0.2575175  0.26905825 0.25835257 0.26163167
 0.26871082 0.25411073 0.26219315 0.26358404 0.27011525 0.2621345
 0.26227028 0.26659823 0.26926004 0.26196099 0.26279252 0.26851609
 0.25733431 0.2540612  0.2582996  0.25800959 0.25550092 0.26129728
 0.25558144 0.26683459 0.25369797 0.24827537 0.26294613 0.25672562
 0.25862863 0.26630912 0.25613668 0.26037087 0.26381497 0.26725797
 0.26072469 0.26346755 0.25215941 0.25683627 0.26291816 0.25552959
 0.25862736 0.26114916 0.26495856 0.25466383 0.26586876 0.25338503
 0.26542324 0.25717405 0.2602325  0.25550665 0.25669011 0.25826805
 0.25348121 0.26456394 0.26349262 0.26828753 0.25886711 0.25977113
 0.25433694 0.26879577 0.246541   0.26127488 0.25427814 0.2652793
 0.25896419 0.26076677 0.26181134 0.26765859 0.26035816 0.26123517
 0.26155285 0.26634174 0.25986813 0.27099842 0.27802619 0.26205792
 0.25112832 0.25328412 0.26232111 0.26380165 0.26638962 0.26721266
 0.26791945 0.25870135 0.26202147 0.25954616 0.26189468 0.26475713
 0.26624067 0.26237244 0.25658632 0.2513777  0.2506591  0.26368114
 0.24624993 0.25997945 0.25049365 0.25164787 0.26228719 0.26398755
 0.26030024 0.26972424 0.25410302 0.25550066 0.25975065 0.25195236
 0.25633522 0.26621846 0.25947886 0.25702988 0.24981121 0.26717251
 0.26137551 0.2520195  0.25656915 0.25873475 0.25870105 0.26763858
 0.2558505  0.25534487 0.25304404 0.25856108 0.25720211 0.26292353
 0.26431141 0.26455689 0.25889439 0.260229   0.25466671 0.26106164
 0.26604169 0.26626982 0.26275886 0.26969599 0.25642988 0.26269754
 0.26810357 0.25960962 0.26164997 0.26556554 0.26966466 0.26909347
 0.26269249 0.2541764  0.25626611 0.25460334 0.25374899 0.26435803
 0.26573054 0.25539181 0.25967735 0.25710047 0.25812829 0.25462525
 0.25213821 0.26739041 0.25990142 0.25932086 0.26060152 0.2580859
 0.27448694 0.27475401 0.2526423  0.27003069 0.25997585 0.26182177
 0.27041888 0.24882657 0.26364875 0.26854846 0.25670521 0.25709655
 0.25702988 0.25615173 0.27165753 0.25285951 0.25944829 0.2641285
 0.25611395 0.26262026 0.26814659 0.25989375]",1,0.261,0.26,0.257,Li_O_rho,0.006
