# a ($\AA$) b ($\AA$) c ($\AA$) volume ($\AA^2$)
3.541802383662631115e+00 -1.340891320302043388e+00 4.041227496764090432e+00 6.287871867014891869e+00
4.028172956260056559e+00 -9.211153987363700502e-01 3.624341247888863471e+00 6.811791289321185161e+00
4.055240513727731866e+00 -1.285428626934854934e+00 3.553232689006073475e+00 6.373688472495198098e+00
4.510939873331646588e+00 -1.389775369516683012e+00 3.134065755204682446e+00 6.294593714423123210e+00
4.361701584933619813e+00 -1.689734994729968465e+00 2.994179105673184349e+00 5.676405999628479471e+00
4.474169707304865184e+00 -1.138719007881590306e+00 3.081589439455146184e+00 6.473518082467812462e+00
4.380484377499789694e+00 -9.175929196758464412e-01 3.066130993666818849e+00 6.599990454382290039e+00
4.564863783163395361e+00 -1.485588995119815792e+00 3.053966135814349503e+00 6.163587971255957143e+00
4.092729431087528624e+00 -8.797927966692804524e-01 2.874162023216285888e+00 6.148593536528239589e+00
5.249710409530766952e+00 -2.042827248062441203e+00 3.354228323722766802e+00 6.564054559556472768e+00
3.801057848838230502e+00 -9.973450236037095795e-01 3.789449655360497271e+00 6.666284066009368736e+00
4.406045888655821585e+00 -1.366661606794599138e+00 3.203028622435980743e+00 6.283821004672272892e+00
4.053430238134332342e+00 -1.059401371140410886e+00 3.420728833802353375e+00 6.478975882740653169e+00
4.271145308660130979e+00 -1.192411631507188430e+00 2.791460398954655364e+00 5.909962800667954319e+00
4.620421574103188433e+00 -1.428828095820329436e+00 2.713157293411671223e+00 5.929714231770347510e+00
